sample_id,file_name,split,session_id,conveyor_id,label_code,quality_status,source_path,checksum,review_status,model_use,notes,fault_type
SAMPLE-0001,test2026/test/anomaly_id_01_00000000.wav,,SESSION-0001,CV-01,abnormal,good,test2026/test/anomaly_id_01_00000000.wav,a5c76c64ef5b8df6e532fa436a6671ea2f2ecce870805e7f337ca427ea8f4662,,eval,machine_id_01. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Idler Bearing Failure
SAMPLE-0939,test2026/test/anomaly_id_03_00000183.wav,,SESSION-0939,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000183.wav,8d54dcc81e9e7f629401b82b99f9f8c6fcd78dd70d96acf1140062c1b6a3d873,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0940,test2026/test/anomaly_id_03_00000184.wav,,SESSION-0940,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000184.wav,7d2e07f030a6fe71b11eafe8212868b62fb42f740da9929c2959c854fe47997b,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0941,test2026/test/anomaly_id_03_00000185.wav,,SESSION-0941,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000185.wav,71e55d0fa96bf4cc8fb8cc724618f689e7cce85fb1e1334c7323999a14e589de,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0942,test2026/test/anomaly_id_03_00000186.wav,,SESSION-0942,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000186.wav,b2f1fc47f9fe6a96560e5c610f7e63ec3e4e3596636c6fcc6951ab2f87d34dc5,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0943,test2026/test/anomaly_id_03_00000187.wav,,SESSION-0943,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000187.wav,abfc52ca4e202cb6aac6475055f01314e811b135ff445230963e7c288ba86a9a,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0944,test2026/test/anomaly_id_03_00000188.wav,,SESSION-0944,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000188.wav,46a9afcdd7335b2bf3d70b84f447c8c233d22f8a952543903c468f65dff4fed2,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0945,test2026/test/anomaly_id_03_00000189.wav,,SESSION-0945,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000189.wav,44889d273cd881ac863bf3b70f5f4049e082e388712b79ed93390a1be71473ee,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0946,test2026/test/anomaly_id_03_00000190.wav,,SESSION-0946,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000190.wav,3254d68b12af91a7a73d9aecdde1e1c35b64808aebe74d7d1c248f4dd47b9308,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0947,test2026/test/anomaly_id_03_00000191.wav,,SESSION-0947,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000191.wav,695a01710aabe6d72e9a8d2cad07b8f1bff2560675276a3ccbc4820d124ecc87,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0948,test2026/test/anomaly_id_03_00000192.wav,,SESSION-0948,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000192.wav,8bd2b047f99af4124f15d361e31f7972d196660c212b208928de932342baa7a6,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0949,test2026/test/anomaly_id_03_00000193.wav,,SESSION-0949,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000193.wav,0debd4fbbe785927f6530e00b55f8d33348deaf0556b65849c9bfd1fb2c13307,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0950,test2026/test/anomaly_id_03_00000194.wav,,SESSION-0950,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000194.wav,dc773078dbe879457da944335836bf0e533d998b472ca81c123e76cf805f3186,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0951,test2026/test/anomaly_id_03_00000195.wav,,SESSION-0951,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000195.wav,99d40731df43a1ce9f0eb64126cc6f1a78c938b0f73271fee1254de7986d5293,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0952,test2026/test/anomaly_id_03_00000196.wav,,SESSION-0952,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000196.wav,064671790efbe1bacec146dfc2827a8b39b4400d3754011655887ffab50a91f0,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0953,test2026/test/anomaly_id_03_00000197.wav,,SESSION-0953,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000197.wav,6c08689990cd26eafea2a74022ab54b1e405ad5ec52a4e693955b295374951d6,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0954,test2026/test/anomaly_id_03_00000198.wav,,SESSION-0954,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000198.wav,4c001eff77f758f0053ac4891696f0891be74d4b77a8c0ffe1d1ed8aa6da3001,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0955,test2026/test/anomaly_id_03_00000199.wav,,SESSION-0955,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000199.wav,1ea389b839d737246504aa914f2f1a9460e3373d47cb6f2984a4de2090ab7c78,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0956,test2026/test/anomaly_id_03_00000200.wav,,SESSION-0956,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000200.wav,d102950998f6b771ef410e242449176c167c34a94fa09b6a4b470a52d87c8a2a,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0957,test2026/test/anomaly_id_03_00000201.wav,,SESSION-0957,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000201.wav,ffdd8d4e8b55b94fec1ab9c5afa5b12a57b5e2a2d857f4340d352bec9f2f1886,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0958,test2026/test/anomaly_id_03_00000202.wav,,SESSION-0958,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000202.wav,2e53a458cad257724a85b3a2a0fc5c2a59e2c6b73ebae20b47f740a879740552,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0959,test2026/test/anomaly_id_03_00000203.wav,,SESSION-0959,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000203.wav,229cd98e4b57e39c4d3616a485080a8149b2a047c2f46103dcc9b11ebfd1c4f8,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0960,test2026/test/anomaly_id_03_00000204.wav,,SESSION-0960,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000204.wav,298c726a5c41cb3629876e9b2d561918927f614c535016553c4e9fa8d1022ba1,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0961,test2026/test/anomaly_id_03_00000205.wav,,SESSION-0961,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000205.wav,02e890df281089c0ffd927998175a9a4741a78d307ded9b680f7f16ae0927c07,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0962,test2026/test/anomaly_id_03_00000206.wav,,SESSION-0962,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000206.wav,a7522c696e4d49da913dbdafbf96cd42ce66911f82407b1d187dd3f273b33d44,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0963,test2026/test/anomaly_id_03_00000207.wav,,SESSION-0963,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000207.wav,e9b37d861533d8400813f4ad1466d6dadfe090d428799fb5619bf764df8ce9ac,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0964,test2026/test/anomaly_id_03_00000208.wav,,SESSION-0964,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000208.wav,f06a0ed7b26dd3be8f4a5168cac999ce665e93f5d82c92eb3eb76918bcff6616,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0965,test2026/test/anomaly_id_03_00000209.wav,,SESSION-0965,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000209.wav,0c3ec03731d8ee16820969ff9b9a6aae3bd7842489b75cac7ebbad0bbdf159a7,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0966,test2026/test/anomaly_id_03_00000210.wav,,SESSION-0966,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000210.wav,3b691a8168dde56c47fb8a13bf3eccf542cadeed054593ce3081f9990e9365d3,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0967,test2026/test/anomaly_id_03_00000211.wav,,SESSION-0967,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000211.wav,a3457b86435f76ee80dd1d28b2d1d53b693f29666b43e01db4ec663024dd480b,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0968,test2026/test/anomaly_id_03_00000212.wav,,SESSION-0968,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000212.wav,25605f7430c938663b987ad116776057b84280c81ca49129e5fff10aeb28516c,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0969,test2026/test/anomaly_id_03_00000213.wav,,SESSION-0969,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000213.wav,751de9d613bc48330820e9be8381dd1e3d7d7b81254765a36253f1a1e00d549e,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0970,test2026/test/anomaly_id_03_00000214.wav,,SESSION-0970,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000214.wav,7e0a98272a4dceaf4eff9b4a9503bdae2076ea9b3972d104e99e98561243b002,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0971,test2026/test/anomaly_id_03_00000215.wav,,SESSION-0971,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000215.wav,c0a065daa4156dbb0a8b94396c4386d2d398251fc03d1e3be36c25fe8fb54245,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0972,test2026/test/anomaly_id_03_00000216.wav,,SESSION-0972,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000216.wav,1fa2ace402214ea6f2dec45f67f4bf00a538456eb2dd13ce1ba2b6c5465f485c,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0973,test2026/test/anomaly_id_03_00000217.wav,,SESSION-0973,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000217.wav,de82ea2297e54633d7d00562508bde3e4cd9f1c8f95def525d5a4e2984fee554,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0974,test2026/test/anomaly_id_03_00000218.wav,,SESSION-0974,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000218.wav,fc3bb06216273b9bc2aca8b00241ece006db6f70c6a9974ae902626cb9a62929,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0975,test2026/test/anomaly_id_03_00000219.wav,,SESSION-0975,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000219.wav,12995c1cd9105b2853d90caee339b156ecbdbec025555300a9acddc059fb2247,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0976,test2026/test/anomaly_id_03_00000220.wav,,SESSION-0976,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000220.wav,868fa50f02907bcba83033960784024c27365ac4be2349e4984ddfe6f4d0905f,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0977,test2026/test/anomaly_id_03_00000221.wav,,SESSION-0977,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000221.wav,5b9e1160705b1da42e0a517c7bca14c4f3924cf4a105052cfa9ad8dd3485f19e,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0978,test2026/test/anomaly_id_03_00000222.wav,,SESSION-0978,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000222.wav,40006f8e7f093adb96108f69ee49a019b2ee8a9d5fe38e4cc86b0d3396c68fd9,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0979,test2026/test/anomaly_id_03_00000223.wav,,SESSION-0979,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000223.wav,ab3ed0255f65634834057f976101b779b5daa4e984f1f40d45eb81c84fab6c2d,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0980,test2026/test/anomaly_id_03_00000224.wav,,SESSION-0980,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000224.wav,83f79b0f642868cb456d31735963bfebd1490e4f61f66d26f6df9f8659ddef79,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0981,test2026/test/anomaly_id_03_00000225.wav,,SESSION-0981,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000225.wav,167b97e2531204b3b8c4b5e37e5838af8a7e9d88df00e8a4469c5d7dcce9afb1,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0982,test2026/test/anomaly_id_03_00000226.wav,,SESSION-0982,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000226.wav,43a054f1ef2725bf174896bafb85f58e743d43153f50d0365419e6eedaae3c82,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0983,test2026/test/anomaly_id_03_00000227.wav,,SESSION-0983,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000227.wav,02f00df9fccdd39049216eaa083f895c933da579ceb9c40815df954a33388d48,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0984,test2026/test/anomaly_id_03_00000228.wav,,SESSION-0984,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000228.wav,b154108a7f4cce817a3600b3769d11608ba43f447adbaffa428c881d71412ea3,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0985,test2026/test/anomaly_id_03_00000229.wav,,SESSION-0985,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000229.wav,1445cd55431bedae2e23c086214eaa1a3938997a06972ba7791d2573dca7ed57,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0986,test2026/test/anomaly_id_03_00000230.wav,,SESSION-0986,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000230.wav,3cc19d64969578dc4256fca8cca81deccbd0cc285bcc52f32f7bd29bc9aebb5d,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0987,test2026/test/anomaly_id_03_00000231.wav,,SESSION-0987,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000231.wav,7ffe1cdbf559c0c93e842d90b98560e420236ff076b76b7bcd492e59dfe01ea9,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0988,test2026/test/anomaly_id_03_00000232.wav,,SESSION-0988,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000232.wav,24b420c3801f118a703cb04f888a77e43a9c15a3a2afc53ee5e6f5f57fffaab4,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0989,test2026/test/anomaly_id_03_00000233.wav,,SESSION-0989,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000233.wav,2ad962be92bb08e6c3fbb317de96b471b371c1baf8bd0ef4e3eb2f5d085ae4cb,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0990,test2026/test/anomaly_id_03_00000234.wav,,SESSION-0990,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000234.wav,0e93b42c829c67315197fb17a7b8ef0d4731c848b280bdb6ce6853e57b47bd66,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0991,test2026/test/anomaly_id_03_00000235.wav,,SESSION-0991,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000235.wav,daa1f74677445808bde749ad275155edf914596570dbced3d32485d12c01c321,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0992,test2026/test/anomaly_id_03_00000236.wav,,SESSION-0992,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000236.wav,6b320477dc5340c9ab5061f8c780b2ae95746baffd238329c89059c990e9feb9,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0993,test2026/test/anomaly_id_03_00000237.wav,,SESSION-0993,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000237.wav,f95bdfdba37143f6a31838f48593b36100ff9900a19e903fd077a453ec5ddbe8,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0994,test2026/test/anomaly_id_03_00000238.wav,,SESSION-0994,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000238.wav,0fbd967c4b4793cc4636342a52e18038cd722e2aa6b7618bec2404d433299540,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0995,test2026/test/anomaly_id_03_00000239.wav,,SESSION-0995,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000239.wav,aae853be38dc168d20293bfeac17beffb822154a70896a26890450c2db8a5f0c,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0996,test2026/test/anomaly_id_03_00000240.wav,,SESSION-0996,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000240.wav,76542746c92a4d154551f79bd07b03d5532d2f038b021654f538df48cee9b7bd,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0997,test2026/test/anomaly_id_03_00000241.wav,,SESSION-0997,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000241.wav,94bf99f33498b821cef25943b1ac644baad7bf6a828d96876e675e785692e0b1,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0998,test2026/test/anomaly_id_03_00000242.wav,,SESSION-0998,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000242.wav,a09d1560cce044d480db0d7a8b1571798148efc3c71849160980cbc6fbef0141,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-0999,test2026/test/anomaly_id_03_00000243.wav,,SESSION-0999,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000243.wav,1f1919d354b23863d3a409ae8ae475f1bbf88cfee4c778c684191f42df1a9647,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1000,test2026/test/anomaly_id_03_00000244.wav,,SESSION-1000,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000244.wav,70f0a3ee65e192d2b601b21fc492aad6b8f0a663a231808c4320ba9ac03baa3f,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1001,test2026/test/anomaly_id_03_00000245.wav,,SESSION-1001,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000245.wav,0f70abaeb4a96123a0273de45d45d737073e1305a3063f72bfdd2f954a63a817,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1002,test2026/test/anomaly_id_03_00000246.wav,,SESSION-1002,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000246.wav,25dae85af3b2b8379920f9b9668fce1244258f37469c044f5e3ac405528e97a8,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1003,test2026/test/anomaly_id_03_00000247.wav,,SESSION-1003,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000247.wav,f2e42822d3a38b9d7793a94db163a9c350dc4d9da77430a017b958346ca85e6f,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1004,test2026/test/anomaly_id_03_00000248.wav,,SESSION-1004,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000248.wav,4e8773222550f550f20101e78f9fdc61d6532019ac46ff1f47252aada9cd773f,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1005,test2026/test/anomaly_id_03_00000249.wav,,SESSION-1005,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000249.wav,f38dcae610e61d63ab7cb38065140543002ffca31b2899ca45bd9831769dfb67,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1006,test2026/test/anomaly_id_03_00000250.wav,,SESSION-1006,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000250.wav,69e33eebb271bea2023a662de895a9f5f0b84c188a0ced7f550cb4d662879521,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1007,test2026/test/anomaly_id_03_00000251.wav,,SESSION-1007,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000251.wav,b159e5de15dc41a1178a876874a1abe442c4ecc8645c39801ff97b344b508ce9,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1008,test2026/test/anomaly_id_03_00000252.wav,,SESSION-1008,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000252.wav,9250e01e55cdfd5ee778d7054bf8ea9b0515063383c2e56f06c72bbaa9738b20,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1009,test2026/test/anomaly_id_03_00000253.wav,,SESSION-1009,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000253.wav,50c53bcf7e0474dc7608235d7e22fa66822b9e3fe9deb51b3411e81b446518bd,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1010,test2026/test/anomaly_id_03_00000254.wav,,SESSION-1010,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000254.wav,99e5008a7e6612c2ccb4eb297a8631a8262036252886337c0923ff1fa1dd6aeb,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
SAMPLE-1011,test2026/test/anomaly_id_03_00000255.wav,,SESSION-1011,CV-01,abnormal,good,test2026/test/anomaly_id_03_00000255.wav,f0f8ff9ee299899dd13c9055ed784bc75698c1573783a70a9b9e8b98f4401880,,eval,machine_id_03. DCASE ToyConveyor public benchmark audio; machine-id synthetic osmosis; no fault-type labels; not plant field data.,Splice Failure Belt Tear
