sample_id,file_name,recorded_at,conveyor_id,plant_id,operator_id_or_code,fault_label,fault_severity,label_confidence,belt_speed_mps,load_condition,material_type,microphone_position,microphone_device,phone_model,ambient_noise,weather_or_environment,maintenance_state,technician_reviewer,safety_approval,notes
SAMPLE-0926,test2026/test/anomaly_id_03_00000170.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0927,test2026/test/anomaly_id_03_00000171.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0928,test2026/test/anomaly_id_03_00000172.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0929,test2026/test/anomaly_id_03_00000173.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0930,test2026/test/anomaly_id_03_00000174.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0931,test2026/test/anomaly_id_03_00000175.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0932,test2026/test/anomaly_id_03_00000176.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0933,test2026/test/anomaly_id_03_00000177.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0934,test2026/test/anomaly_id_03_00000178.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0935,test2026/test/anomaly_id_03_00000179.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0936,test2026/test/anomaly_id_03_00000180.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0937,test2026/test/anomaly_id_03_00000181.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0938,test2026/test/anomaly_id_03_00000182.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0939,test2026/test/anomaly_id_03_00000183.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0940,test2026/test/anomaly_id_03_00000184.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0941,test2026/test/anomaly_id_03_00000185.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0942,test2026/test/anomaly_id_03_00000186.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0943,test2026/test/anomaly_id_03_00000187.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0944,test2026/test/anomaly_id_03_00000188.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0945,test2026/test/anomaly_id_03_00000189.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0946,test2026/test/anomaly_id_03_00000190.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0947,test2026/test/anomaly_id_03_00000191.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0948,test2026/test/anomaly_id_03_00000192.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0949,test2026/test/anomaly_id_03_00000193.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0950,test2026/test/anomaly_id_03_00000194.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0951,test2026/test/anomaly_id_03_00000195.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0952,test2026/test/anomaly_id_03_00000196.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0953,test2026/test/anomaly_id_03_00000197.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0954,test2026/test/anomaly_id_03_00000198.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0955,test2026/test/anomaly_id_03_00000199.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0956,test2026/test/anomaly_id_03_00000200.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0957,test2026/test/anomaly_id_03_00000201.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0958,test2026/test/anomaly_id_03_00000202.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0959,test2026/test/anomaly_id_03_00000203.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0960,test2026/test/anomaly_id_03_00000204.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0961,test2026/test/anomaly_id_03_00000205.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0962,test2026/test/anomaly_id_03_00000206.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0963,test2026/test/anomaly_id_03_00000207.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0964,test2026/test/anomaly_id_03_00000208.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0965,test2026/test/anomaly_id_03_00000209.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0966,test2026/test/anomaly_id_03_00000210.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0967,test2026/test/anomaly_id_03_00000211.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0968,test2026/test/anomaly_id_03_00000212.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0969,test2026/test/anomaly_id_03_00000213.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0970,test2026/test/anomaly_id_03_00000214.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0971,test2026/test/anomaly_id_03_00000215.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0972,test2026/test/anomaly_id_03_00000216.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0973,test2026/test/anomaly_id_03_00000217.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0974,test2026/test/anomaly_id_03_00000218.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0975,test2026/test/anomaly_id_03_00000219.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0976,test2026/test/anomaly_id_03_00000220.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0977,test2026/test/anomaly_id_03_00000221.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0978,test2026/test/anomaly_id_03_00000222.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0979,test2026/test/anomaly_id_03_00000223.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0980,test2026/test/anomaly_id_03_00000224.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0981,test2026/test/anomaly_id_03_00000225.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0982,test2026/test/anomaly_id_03_00000226.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0983,test2026/test/anomaly_id_03_00000227.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0984,test2026/test/anomaly_id_03_00000228.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0985,test2026/test/anomaly_id_03_00000229.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0986,test2026/test/anomaly_id_03_00000230.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0987,test2026/test/anomaly_id_03_00000231.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0988,test2026/test/anomaly_id_03_00000232.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0989,test2026/test/anomaly_id_03_00000233.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0990,test2026/test/anomaly_id_03_00000234.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0991,test2026/test/anomaly_id_03_00000235.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0992,test2026/test/anomaly_id_03_00000236.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0993,test2026/test/anomaly_id_03_00000237.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0994,test2026/test/anomaly_id_03_00000238.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0995,test2026/test/anomaly_id_03_00000239.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0996,test2026/test/anomaly_id_03_00000240.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0997,test2026/test/anomaly_id_03_00000241.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0998,test2026/test/anomaly_id_03_00000242.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-0999,test2026/test/anomaly_id_03_00000243.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1000,test2026/test/anomaly_id_03_00000244.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1001,test2026/test/anomaly_id_03_00000245.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1002,test2026/test/anomaly_id_03_00000246.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1003,test2026/test/anomaly_id_03_00000247.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1004,test2026/test/anomaly_id_03_00000248.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1005,test2026/test/anomaly_id_03_00000249.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1006,test2026/test/anomaly_id_03_00000250.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1007,test2026/test/anomaly_id_03_00000251.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1008,test2026/test/anomaly_id_03_00000252.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1009,test2026/test/anomaly_id_03_00000253.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1010,test2026/test/anomaly_id_03_00000254.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1011,test2026/test/anomaly_id_03_00000255.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1012,test2026/test/anomaly_id_03_00000256.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1013,test2026/test/anomaly_id_03_00000257.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1014,test2026/test/anomaly_id_03_00000258.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1015,test2026/test/anomaly_id_03_00000259.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1016,test2026/test/anomaly_id_03_00000260.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1017,test2026/test/anomaly_id_03_00000261.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1018,test2026/test/anomaly_id_03_00000262.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1019,test2026/test/anomaly_id_03_00000263.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1020,test2026/test/anomaly_id_03_00000264.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1021,test2026/test/anomaly_id_03_00000265.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1022,test2026/test/anomaly_id_03_00000266.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1023,test2026/test/anomaly_id_03_00000267.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1024,test2026/test/anomaly_id_03_00000268.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1025,test2026/test/anomaly_id_03_00000269.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1026,test2026/test/anomaly_id_03_00000270.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1027,test2026/test/anomaly_id_03_00000271.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1028,test2026/test/anomaly_id_03_00000272.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1029,test2026/test/anomaly_id_03_00000273.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1030,test2026/test/anomaly_id_03_00000274.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1031,test2026/test/anomaly_id_03_00000275.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1032,test2026/test/anomaly_id_03_00000276.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1033,test2026/test/anomaly_id_03_00000277.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1034,test2026/test/anomaly_id_03_00000278.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1035,test2026/test/anomaly_id_03_00000279.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1036,test2026/test/anomaly_id_03_00000280.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1037,test2026/test/anomaly_id_03_00000281.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1038,test2026/test/anomaly_id_03_00000282.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1039,test2026/test/anomaly_id_03_00000283.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1040,test2026/test/anomaly_id_03_00000284.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1041,test2026/test/anomaly_id_03_00000285.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1042,test2026/test/anomaly_id_03_00000286.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1043,test2026/test/anomaly_id_03_00000287.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1044,test2026/test/anomaly_id_03_00000288.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1045,test2026/test/anomaly_id_03_00000289.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1046,test2026/test/anomaly_id_03_00000290.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1047,test2026/test/anomaly_id_03_00000291.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1048,test2026/test/anomaly_id_03_00000292.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1049,test2026/test/anomaly_id_03_00000293.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1050,test2026/test/anomaly_id_03_00000294.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1051,test2026/test/anomaly_id_03_00000295.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1052,test2026/test/anomaly_id_03_00000296.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1053,test2026/test/anomaly_id_03_00000297.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1054,test2026/test/anomaly_id_03_00000298.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1055,test2026/test/anomaly_id_03_00000299.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1056,test2026/test/anomaly_id_03_00000300.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1057,test2026/test/anomaly_id_03_00000301.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1058,test2026/test/anomaly_id_03_00000302.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1059,test2026/test/anomaly_id_03_00000303.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1060,test2026/test/anomaly_id_03_00000304.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1061,test2026/test/anomaly_id_03_00000305.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1062,test2026/test/anomaly_id_03_00000306.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1063,test2026/test/anomaly_id_03_00000307.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1064,test2026/test/anomaly_id_03_00000308.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1065,test2026/test/anomaly_id_03_00000309.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1066,test2026/test/anomaly_id_03_00000310.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1067,test2026/test/anomaly_id_03_00000311.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1068,test2026/test/anomaly_id_03_00000312.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1069,test2026/test/anomaly_id_03_00000313.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1070,test2026/test/anomaly_id_03_00000314.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1071,test2026/test/anomaly_id_03_00000315.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1072,test2026/test/anomaly_id_03_00000316.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1073,test2026/test/anomaly_id_03_00000317.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1074,test2026/test/anomaly_id_03_00000318.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1075,test2026/test/anomaly_id_03_00000319.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1076,test2026/test/anomaly_id_03_00000320.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1077,test2026/test/anomaly_id_03_00000321.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1078,test2026/test/anomaly_id_03_00000322.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1079,test2026/test/anomaly_id_03_00000323.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1080,test2026/test/anomaly_id_03_00000324.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1081,test2026/test/anomaly_id_03_00000325.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1082,test2026/test/anomaly_id_03_00000326.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1083,test2026/test/anomaly_id_03_00000327.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1084,test2026/test/anomaly_id_03_00000328.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1085,test2026/test/anomaly_id_03_00000329.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1086,test2026/test/anomaly_id_03_00000330.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1087,test2026/test/anomaly_id_03_00000331.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1088,test2026/test/anomaly_id_03_00000332.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1089,test2026/test/anomaly_id_03_00000333.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1090,test2026/test/anomaly_id_03_00000334.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1091,test2026/test/anomaly_id_03_00000335.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1092,test2026/test/anomaly_id_03_00000336.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1093,test2026/test/anomaly_id_03_00000337.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1094,test2026/test/anomaly_id_03_00000338.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1095,test2026/test/anomaly_id_03_00000339.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1096,test2026/test/anomaly_id_03_00000340.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1097,test2026/test/anomaly_id_03_00000341.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1098,test2026/test/anomaly_id_03_00000342.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1099,test2026/test/anomaly_id_03_00000343.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1100,test2026/test/anomaly_id_03_00000344.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1101,test2026/test/anomaly_id_03_00000345.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1102,test2026/test/anomaly_id_03_00000346.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1103,test2026/test/anomaly_id_03_00000347.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1104,test2026/test/anomaly_id_03_00000348.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1105,test2026/test/anomaly_id_03_00000349.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1106,test2026/test/anomaly_id_03_00000350.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1107,test2026/test/anomaly_id_03_00000351.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1108,test2026/test/anomaly_id_03_00000352.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1109,test2026/test/anomaly_id_03_00000353.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1110,test2026/test/anomaly_id_03_00000354.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1111,test2026/test/normal_id_01_00000000.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1112,test2026/test/normal_id_01_00000001.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1113,test2026/test/normal_id_01_00000002.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1114,test2026/test/normal_id_01_00000003.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1115,test2026/test/normal_id_01_00000004.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1116,test2026/test/normal_id_01_00000005.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1117,test2026/test/normal_id_01_00000006.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1118,test2026/test/normal_id_01_00000007.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1119,test2026/test/normal_id_01_00000008.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1120,test2026/test/normal_id_01_00000009.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1121,test2026/test/normal_id_01_00000010.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1122,test2026/test/normal_id_01_00000011.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1123,test2026/test/normal_id_01_00000012.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1124,test2026/test/normal_id_01_00000013.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1125,test2026/test/normal_id_01_00000014.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1126,test2026/test/normal_id_01_00000015.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1127,test2026/test/normal_id_01_00000016.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1128,test2026/test/normal_id_01_00000017.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1129,test2026/test/normal_id_01_00000018.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1130,test2026/test/normal_id_01_00000019.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1131,test2026/test/normal_id_01_00000020.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1132,test2026/test/normal_id_01_00000021.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1133,test2026/test/normal_id_01_00000022.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1134,test2026/test/normal_id_01_00000023.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1135,test2026/test/normal_id_01_00000024.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1136,test2026/test/normal_id_01_00000025.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1137,test2026/test/normal_id_01_00000026.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1138,test2026/test/normal_id_01_00000027.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1139,test2026/test/normal_id_01_00000028.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1140,test2026/test/normal_id_01_00000029.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1141,test2026/test/normal_id_01_00000030.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1142,test2026/test/normal_id_01_00000031.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1143,test2026/test/normal_id_01_00000032.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1144,test2026/test/normal_id_01_00000033.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1145,test2026/test/normal_id_01_00000034.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1146,test2026/test/normal_id_01_00000035.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1147,test2026/test/normal_id_01_00000036.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1148,test2026/test/normal_id_01_00000037.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1149,test2026/test/normal_id_01_00000038.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1150,test2026/test/normal_id_01_00000039.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1151,test2026/test/normal_id_01_00000040.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1152,test2026/test/normal_id_01_00000041.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1153,test2026/test/normal_id_01_00000042.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1154,test2026/test/normal_id_01_00000043.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1155,test2026/test/normal_id_01_00000044.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1156,test2026/test/normal_id_01_00000045.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1157,test2026/test/normal_id_01_00000046.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1158,test2026/test/normal_id_01_00000047.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1159,test2026/test/normal_id_01_00000048.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1160,test2026/test/normal_id_01_00000049.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1161,test2026/test/normal_id_01_00000050.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1162,test2026/test/normal_id_01_00000051.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1163,test2026/test/normal_id_01_00000052.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1164,test2026/test/normal_id_01_00000053.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1165,test2026/test/normal_id_01_00000054.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1166,test2026/test/normal_id_01_00000055.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1167,test2026/test/normal_id_01_00000056.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1168,test2026/test/normal_id_01_00000057.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1169,test2026/test/normal_id_01_00000058.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1170,test2026/test/normal_id_01_00000059.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1171,test2026/test/normal_id_01_00000060.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1172,test2026/test/normal_id_01_00000061.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1173,test2026/test/normal_id_01_00000062.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1174,test2026/test/normal_id_01_00000063.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1175,test2026/test/normal_id_01_00000064.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1176,test2026/test/normal_id_01_00000065.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1177,test2026/test/normal_id_01_00000066.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1178,test2026/test/normal_id_01_00000067.wav,,,,,normal,none,high,,,,,,,,,,,,
SAMPLE-1179,test2026/test/normal_id_01_00000068.wav,,,,,normal,none,high,,,,,,,,,,,,
